Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount
6.0,15.0,4,Fashion,1,Single,3,0,7.0,214.98
1.0,9.0,6,Laptop & Accessory,1,Single,5,0,1.0,175.71
1.0,29.0,6,Mobile,3,Married,3,0,1.0,140.55
2.0,25.0,4,Laptop & Accessory,3,Married,2,0,4.0,186.2
1.0,8.0,4,Mobile,3,Married,3,0,2.0,137.23
7.0,15.0,4,Fashion,4,Single,2,0,7.0,186.21
5.0,25.0,2,Mobile,3,Married,7,1,2.0,127.59
6.0,9.0,4,Laptop & Accessory,4,Married,2,0,7.0,179.7
15.0,9.0,5,Laptop & Accessory,3,Single,4,1,8.0,193.11
14.0,15.0,4,Laptop & Accessory,1,Married,5,1,3.0,165.69
0.0,8.0,5,Mobile,2,Divorced,6,1,2.0,134.64
9.0,13.0,4,Mobile,5,Married,1,0,3.0,123.42
0.0,21.0,5,Laptop & Accessory,1,Married,7,1,2.0,154.4
9.0,9.0,4,Fashion,1,Married,5,0,12.0,196.99
5.0,6.0,3,Laptop & Accessory,5,Married,5,0,2.0,140.87
14.0,33.0,5,Laptop & Accessory,1,Married,5,1,1.0,169.22
0.0,15.0,4,Mobile,3,Divorced,1,1,0.0,133.88
0.0,10.0,3,Mobile,1,Single,2,1,2.0,128.75
1.0,9.0,3,Mobile,3,Single,2,0,0.0,114.2
6.0,10.0,4,Laptop & Accessory,5,Married,3,0,4.0,192.25
8.0,8.0,4,Mobile,1,Single,1,1,4.0,149.3
11.0,8.0,3,Mobile,3,Divorced,7,1,1.0,130.57
1.0,22.0,3,Mobile,3,Single,2,0,4.0,121.44
7.0,13.5,3,Mobile,5,Divorced,5,0,2.0,123.62
0.0,10.0,4,Laptop & Accessory,2,Single,2,1,3.0,144.87
4.0,30.0,6,Mobile,3,Married,3,0,10.0,151.13
15.0,32.0,3,Grocery,4,Married,6,0,8.0,235.25
6.0,13.0,3,Laptop & Accessory,5,Married,1,0,3.0,143.73
0.0,15.0,4,Mobile,5,Single,8,0,3.0,134.07
13.0,26.0,3,Fashion,1,Married,5,0,1.0,203.22
9.0,35.0,5,Mobile,3,Married,2,0,3.0,149.3
8.0,8.0,5,Fashion,3,Married,3,1,7.0,195.83
9.0,25.0,4,Laptop & Accessory,3,Married,3,0,1.0,171.01
3.0,13.5,3,Mobile,4,Divorced,2,0,0.0,124.76
8.0,7.0,5,Fashion,5,Divorced,11,0,7.0,229.82
16.0,20.0,2,Laptop & Accessory,5,Married,7,0,1.0,180.38
16.0,6.0,3,Laptop & Accessory,2,Divorced,5,0,2.0,155.62
17.0,7.0,3,Laptop & Accessory,1,Married,5,1,2.0,157.43
1.0,12.0,2,Mobile,4,Married,3,1,3.0,148.28
8.0,22.0,4,Fashion,2,Divorced,3,0,6.0,204.78
28.0,10.0,3,Laptop & Accessory,3,Married,1,1,2.0,140.35
21.0,6.0,1,Grocery,2,Single,3,0,1.0,268.85
1.0,19.0,4,Laptop & Accessory,1,Single,5,1,8.0,170.81
29.0,9.0,5,Mobile,1,Married,10,0,5.0,151.62
13.0,22.0,4,Grocery,5,Single,2,0,11.0,258.41
10.0,16.0,1,Fashion,1,Married,2,1,8.0,237.44
1.0,16.0,4,Mobile,4,Single,2,1,0.0,118.59
0.0,28.0,3,Mobile,3,Single,2,0,2.0,134.47
5.0,22.0,5,Mobile,5,Married,2,1,0.0,123.07
20.0,9.0,4,Others,5,Single,5,0,2.0,314.47
3.0,22.0,3,Laptop & Accessory,3,Divorced,9,0,2.0,153.01
10.0,14.0,2,Laptop & Accessory,5,Married,4,0,14.0,171.39
2.0,23.0,4,Fashion,5,Single,2,0,9.0,179.88
11.0,12.0,4,Laptop & Accessory,3,Married,3,0,7.0,153.21
1.0,9.0,5,Mobile,1,Single,2,0,2.0,164.04
2.0,8.0,4,Mobile,1,Married,3,0,4.0,145.44
10.0,18.0,5,Laptop & Accessory,1,Married,6,0,1.0,191.52
0.0,8.0,1,Laptop & Accessory,3,Married,2,0,7.0,152.06
19.0,32.0,5,Laptop & Accessory,1,Married,2,0,9.0,184.06
1.0,34.0,4,Fashion,2,Divorced,3,0,10.0,201.39
20.0,7.0,5,Fashion,5,Married,4,1,6.0,231.73
3.0,7.0,2,Laptop & Accessory,3,Single,10,1,3.0,187.94
15.0,19.0,1,Laptop & Accessory,5,Married,6,0,0.0,155.38
10.0,10.0,5,Fashion,1,Married,2,0,5.0,201.44
15.0,7.0,4,Laptop & Accessory,5,Married,2,0,8.0,166.03
10.0,11.0,1,Mobile,3,Single,1,0,3.0,135.0
11.0,13.0,2,Laptop & Accessory,5,Married,6,1,8.0,184.74
24.0,14.0,4,Fashion,4,Married,6,0,7.0,224.9
13.0,9.0,4,Mobile,3,Married,2,1,2.0,126.83
25.0,7.0,4,Mobile,2,Divorced,3,0,1.0,152.23
11.0,10.0,4,Fashion,3,Divorced,3,0,7.0,219.34
5.0,10.0,4,Mobile,5,Married,3,1,4.0,155.65
6.0,14.0,3,Mobile,4,Divorced,3,0,4.0,152.94
13.0,14.0,3,Laptop & Accessory,5,Married,3,1,0.0,165.16
10.0,15.0,4,Laptop & Accessory,2,Married,6,0,8.0,175.79
0.0,10.0,3,Laptop & Accessory,3,Divorced,2,1,3.0,141.62
0.0,9.0,4,Mobile,3,Single,2,0,0.0,132.3
1.0,13.0,4,Mobile,1,Married,3,1,3.0,81.0
17.0,13.0,5,Others,3,Married,9,0,15.0,318.92
0.0,8.0,3,Mobile,1,Divorced,7,1,2.0,137.22
0.0,35.0,5,Laptop & Accessory,5,Single,9,0,2.0,149.69
13.0,13.0,4,Fashion,4,Single,6,0,3.0,208.76
11.0,6.0,1,Mobile,3,Divorced,2,0,0.0,128.44
4.0,16.0,4,Laptop & Accessory,1,Married,2,1,8.0,188.47
1.0,20.0,4,Mobile,3,Divorced,3,0,7.0,145.96
1.0,22.0,4,Mobile,1,Single,3,0,1.0,137.32
5.0,7.0,6,Laptop & Accessory,3,Married,2,0,5.0,168.45
1.0,18.0,4,Mobile,5,Divorced,2,0,5.0,145.99
19.0,24.0,3,Fashion,3,Married,6,0,2.0,205.27
1.0,26.0,2,Laptop & Accessory,1,Single,10,1,5.0,178.04
10.0,7.0,5,Laptop & Accessory,3,Married,2,0,3.0,168.74
6.0,12.0,5,Laptop & Accessory,4,Married,5,0,6.0,183.78
7.0,8.0,4,Mobile,3,Married,4,0,7.0,127.68
22.0,16.0,3,Others,5,Single,10,1,2.0,286.65
30.0,7.0,1,Laptop & Accessory,3,Married,1,0,8.0,149.0
12.0,23.0,4,Laptop & Accessory,4,Single,4,0,3.0,166.98
9.0,12.0,3,Mobile,1,Married,1,0,11.0,132.1
0.0,15.0,4,Mobile,5,Married,4,0,2.0,144.0
1.0,16.0,5,Laptop & Accessory,5,Single,9,0,4.0,159.07
26.0,13.0,2,Grocery,3,Divorced,4,0,3.0,248.14
26.0,13.0,4,Fashion,1,Married,8,1,7.0,209.34
9.0,14.0,5,Mobile,1,Married,3,0,2.0,151.9
11.0,7.0,3,Laptop & Accessory,1,Married,8,0,9.0,147.35
1.0,10.0,4,Mobile,3,Single,3,0,1.0,139.2
9.0,28.0,4,Laptop & Accessory,1,Married,3,1,8.0,165.14
9.0,8.0,5,Mobile,5,Single,3,0,3.0,149.5
17.0,34.0,4,Fashion,5,Married,10,0,2.0,233.2
9.0,14.0,4,Fashion,5,Single,2,0,9.0,175.87
6.0,8.0,3,Mobile,3,Married,2,0,4.0,136.0
6.0,16.0,4,Laptop & Accessory,2,Divorced,3,1,6.0,188.22
12.0,7.0,5,Laptop & Accessory,2,Single,6,0,4.0,211.86
9.0,32.0,4,Fashion,3,Married,3,1,7.0,228.88
18.0,8.0,4,Grocery,1,Married,10,0,8.0,267.92
20.0,10.0,3,Laptop & Accessory,1,Single,2,1,7.0,141.63
5.0,16.0,3,Mobile,1,Married,1,0,1.0,121.45
16.0,12.0,4,Others,3,Divorced,8,0,1.0,308.03
4.0,35.0,4,Laptop & Accessory,1,Married,3,0,10.0,182.75
0.0,24.0,1,Laptop & Accessory,3,Divorced,3,0,2.0,162.32
7.0,6.0,4,Mobile,4,Divorced,6,0,2.0,132.94
0.0,10.0,2,Mobile,5,Divorced,3,0,2.0,128.19
5.0,27.0,4,Laptop & Accessory,3,Married,3,0,3.0,166.97
5.0,18.0,3,Grocery,5,Single,1,1,14.0,237.58
4.0,26.0,1,Mobile,1,Married,1,0,2.0,127.91
14.0,29.0,3,Fashion,3,Single,4,1,2.0,170.82
5.0,13.0,2,Mobile,2,Married,5,0,2.0,120.89
16.0,9.0,5,Laptop & Accessory,2,Single,5,0,1.0,192.81
1.0,9.0,4,Mobile,5,Married,9,0,8.0,152.07
27.0,14.0,3,Grocery,3,Divorced,5,0,4.0,273.14
5.0,10.0,3,Mobile,1,Married,2,0,0.0,119.51
5.0,20.0,3,Mobile,5,Divorced,2,1,8.0,122.35
29.0,25.0,4,Grocery,4,Single,5,0,9.0,293.35
13.0,9.0,4,Fashion,3,Single,2,0,9.0,234.38
7.0,6.0,4,Fashion,5,Divorced,10,0,6.0,204.82
1.0,7.0,3,Mobile,5,Single,3,0,2.0,120.8
7.0,9.0,3,Laptop & Accessory,1,Single,1,0,4.0,177.56
1.0,13.0,3,Mobile,4,Single,3,0,3.0,120.13
13.0,6.0,3,Laptop & Accessory,3,Single,4,1,0.0,147.28
0.0,12.0,4,Mobile,2,Single,2,1,0.0,129.26
0.0,24.0,1,Laptop & Accessory,3,Married,3,0,2.0,162.32
15.0,14.0,3,Laptop & Accessory,4,Married,1,0,2.0,168.25
1.0,36.0,4,Mobile,5,Married,3,0,3.0,164.07
9.0,11.0,3,Fashion,5,Married,5,0,2.0,180.08
1.0,16.0,4,Laptop & Accessory,5,Married,6,0,8.0,178.46
17.0,13.0,5,Grocery,2,Married,6,1,1.0,291.27
10.0,16.0,4,Fashion,1,Married,6,0,7.0,225.96
6.0,13.0,4,Laptop & Accessory,3,Single,3,0,8.0,175.1
0.0,9.0,3,Mobile,5,Divorced,6,0,2.0,140.31
12.0,16.0,3,Fashion,3,Single,8,0,2.0,234.64
31.0,16.0,5,Mobile,4,Married,6,1,1.0,158.46
21.0,16.0,4,Others,4,Married,5,0,9.0,296.65
12.0,27.0,4,Laptop & Accessory,1,Married,4,1,4.0,161.2
4.0,14.0,4,Mobile,4,Single,2,0,3.0,154.83
0.0,6.0,3,Mobile,3,Divorced,4,0,2.0,129.09
5.0,9.0,4,Mobile,3,Married,2,0,0.0,112.81
19.0,7.0,3,Others,2,Divorced,2,0,8.0,317.02
0.0,7.0,3,Mobile,1,Married,10,1,2.0,147.87
10.0,7.0,4,Laptop & Accessory,1,Married,2,0,11.0,164.74
2.0,23.0,2,Laptop & Accessory,5,Single,2,0,8.0,181.61
6.0,14.0,2,Mobile,4,Married,3,0,4.0,152.94
1.0,11.0,4,Laptop & Accessory,3,Divorced,3,1,4.0,166.62
24.0,36.0,5,Grocery,3,Married,2,0,8.0,295.46
20.0,22.0,1,Laptop & Accessory,3,Married,2,1,7.0,150.67
18.0,35.0,3,Mobile,1,Single,6,0,3.0,134.52
3.0,30.0,4,Mobile,1,Single,11,0,3.0,147.01
9.0,12.0,3,Laptop & Accessory,3,Married,3,1,5.0,123.06
26.0,7.0,5,Others,3,Married,2,0,10.0,324.99
13.0,16.0,4,Others,1,Single,4,0,4.0,319.31
11.0,13.0,4,Mobile,4,Married,5,0,5.0,124.68
5.0,6.0,4,Mobile,5,Married,2,0,2.0,122.18
6.0,16.0,6,Laptop & Accessory,1,Married,2,0,8.0,171.68
5.0,17.0,3,Mobile,4,Divorced,2,0,2.0,122.44
1.0,23.0,4,Fashion,3,Married,4,0,1.0,206.61
1.0,33.0,5,Mobile,3,Married,3,1,4.0,153.14
4.0,7.0,6,Mobile,3,Married,5,0,3.0,163.33
